first_name,last_name,birth_dt,gender,class,luggage_weight,cityA,cityB,flight_dt,airplane_model
Gibb,Kift,3/31/2003,Male,2,34.3,Berlin,Frankfurt,6/13/2019,Airbus A330
Franzen,Rambaut,5/3/1988,Male,1,7.2,Chicago,Katowice,11/4/2019,Airbus A330
Hube,O'Driscoll,11/26/1992,Male,2,26.8,Berlin,Katowice,9/25/2019,Airbus A320
Paten,Brolan,2/22/1987,Male,1,5.3,Katowice,Chicago,1/15/2019,Boeing 474
Gawen,Nicklinson,1/12/1984,Male,2,29.1,Frankfurt,Berlin,10/5/2019,Airbus A330
Hugh,Ioannou,6/12/1975,Male,1,28.4,Rome,Frankfurt,11/30/2019,Boeing 777
Blinny,Blind,1/28/2003,Female,2,35.4,Frankfurt,Rome,5/14/2019,Airbus A320
Bjorn,Raccio,6/30/1975,Male,1,12.4,New York,Tokio,10/28/2019,Boeing 777
Gena,Cashman,7/19/1984,Female,1,20.1,Katowice,Berlin,8/26/2019,Boeing 737
Cassandra,Edlyn,6/28/1985,Female,2,36.7,Katowice,London,11/26/2019,Airbus A320
Quent,Manger,5/28/1971,Male,0,27.8,Chicago,Warsaw,12/12/2019,Boeing 474
Gus,Mitskevich,2/27/2005,Male,0,3.1,London,Chicago,3/21/2019,Boeing 474
Debora,MacCombe,6/6/1980,Female,0,14.1,Frankfurt,Warsaw,10/23/2019,Airbus A320
Waldon,Ghiron,12/20/1982,Male,2,31.3,Frankfurt,Tokio,12/9/2019,Boeing 737
Fax,Renbold,8/13/1973,Male,1,8.5,Berlin,Katowice,2/2/2019,Boeing 777
Stephanie,McCrisken,11/1/2005,Female,2,4.5,Rome,Paris,9/10/2019,Boeing 777
Daile,Fogt,10/16/1982,Female,0,22.7,Rome,Chicago,9/7/2019,Boeing 777
Alford,Lowell,12/19/1998,Male,0,18.8,Katowice,Paris,7/16/2019,Boeing 777
Hastie,Kirtlan,4/5/1970,Male,2,15.3,Rome,Tokio,1/3/2019,Boeing 737
Kirsti,Ortas,7/13/1987,Female,0,23.0,New York,Rome,4/25/2019,Boeing 777
Drusie,Brockton,12/25/1970,Female,0,35.6,Tokio,Tokio,5/13/2019,Airbus A330
Lise,Tarburn,11/25/1971,Female,0,15.7,Katowice,Berlin,12/12/2019,Airbus A330
Boyd,Langstone,1/14/1977,Male,0,4.7,Katowice,Frankfurt,8/16/2019,Boeing 777
Kalila,Paty,10/19/2001,Female,0,30.0,Rome,Paris,6/30/2019,Boeing 474
Mireille,Sturton,11/9/1984,Female,1,16.8,Tokio,Paris,3/5/2019,Boeing 474
Cortney,Nabarro,10/20/1993,Female,1,11.8,Paris,Chicago,12/22/2019,Boeing 777
Rena,Colquitt,8/26/1989,Female,2,20.8,Rome,Katowice,11/30/2019,Airbus A330
Nathalie,Duckhouse,9/3/2001,Female,0,35.3,London,Katowice,11/26/2019,Boeing 777
Boyd,Warwicker,5/25/2010,Male,1,19.5,Frankfurt,Chicago,2/27/2019,Boeing 474
Eberhard,Wroath,3/16/1986,Male,2,37.2,Rome,Chicago,4/10/2019,Boeing 777
Scarlett,Atling,11/21/1971,Female,0,2.9,Warsaw,Warsaw,8/28/2019,Boeing 777
Letitia,Dymond,9/20/1982,Female,0,16.8,Paris,Paris,2/11/2019,Airbus A320
Anya,Renshell,6/30/1994,Female,2,29.0,Tokio,Katowice,2/27/2019,Airbus A320
Krishna,Muller,1/13/1979,Male,2,35.7,Katowice,London,12/8/2019,Boeing 777
Gayleen,Espinola,3/12/1993,Female,1,2.6,Frankfurt,Berlin,11/18/2019,Boeing 474
Etheline,Laker,12/2/2000,Female,2,15.4,London,New York,9/9/2019,Boeing 737
Wake,Prott,4/28/1994,Male,0,6.4,Berlin,London,12/4/2019,Airbus A330
Falkner,Backman,5/1/1975,Male,2,9.0,Rome,Katowice,9/3/2019,Airbus A330
Leanna,Saterthwait,10/16/1989,Female,0,21.3,Rome,Warsaw,11/15/2019,Airbus A320
Filbert,Marfell,4/17/1994,Male,2,38.4,Katowice,Rome,12/14/2019,Airbus A330
Rozella,Clohessy,4/24/1995,Female,1,27.0,London,Berlin,10/13/2019,Boeing 474
Karina,Wiz,4/26/2006,Female,2,6.1,Warsaw,Berlin,1/18/2019,Boeing 777
Isaak,Siveter,8/20/2005,Male,1,39.2,Frankfurt,New York,5/18/2019,Airbus A330
Humbert,Pietasch,4/29/2000,Male,0,10.1,London,Berlin,9/8/2019,Boeing 737
Lonna,Andrat,10/19/2002,Female,2,20.9,Warsaw,Berlin,9/17/2019,Boeing 737
Clemmie,Hunston,6/15/1974,Male,1,34.1,Chicago,Warsaw,1/4/2019,Boeing 777
Joell,Sime,4/5/1979,Female,0,18.8,New York,Berlin,3/10/2019,Boeing 777
Brittni,Innis,5/14/2003,Female,0,0.3,Chicago,Katowice,4/9/2019,Boeing 777
Dotty,Chidzoy,5/7/1976,Female,2,7.1,London,Berlin,5/18/2019,Airbus A320
Kaile,Saveall,6/19/2010,Female,0,3.3,Rome,Frankfurt,10/4/2019,Airbus A330
Jaquenette,Latore,12/7/1991,Female,1,18.1,Warsaw,Warsaw,1/12/2019,Boeing 737
Nicoli,Brute,1/11/2004,Female,0,35.7,Rome,London,8/22/2019,Boeing 777
Melinde,Bumby,7/28/1982,Female,2,11.8,Chicago,Berlin,6/25/2019,Boeing 474
Cris,Raffels,2/9/1990,Male,0,36.1,Paris,Katowice,7/10/2019,Boeing 474
Brandy,Sommerville,8/8/1971,Male,1,14.6,Berlin,New York,4/26/2019,Boeing 737
Donia,Jamme,7/26/2006,Female,0,24.3,Tokio,London,12/12/2019,Boeing 777
Elfie,Brogiotti,12/21/1973,Female,1,30.0,Warsaw,Rome,8/5/2019,Airbus A330
Reagen,Mughal,3/26/2009,Male,1,33.8,Rome,Tokio,6/14/2019,Boeing 777
Rivi,Stonhard,8/17/2007,Female,2,14.7,Paris,New York,9/11/2019,Airbus A330
Shalom,Samber,3/18/2003,Male,2,11.2,Paris,Rome,5/24/2019,Boeing 777
Arabelle,Phizakarley,8/24/2007,Female,0,31.7,New York,Rome,12/13/2019,Airbus A330
Kiel,Phizaclea,5/25/1991,Male,0,35.0,Chicago,Frankfurt,8/17/2019,Airbus A330
Gillian,Abatelli,12/6/2004,Female,0,21.6,Chicago,Tokio,5/9/2019,Boeing 777
Sarette,McKellen,6/11/1994,Female,0,22.2,New York,Katowice,9/7/2019,Boeing 474
Rawley,Winchcomb,1/24/2002,Male,2,27.8,New York,Rome,2/20/2019,Boeing 474
Arley,Kemshell,12/28/1992,Male,1,9.3,Paris,Warsaw,11/30/2019,Boeing 737
Nicole,Edgeller,9/15/1979,Female,2,33.8,Tokio,Katowice,12/11/2019,Airbus A320
Pancho,Main,7/22/2006,Male,1,9.2,Berlin,Tokio,6/29/2019,Airbus A320
Edithe,Grieswood,7/5/1992,Female,1,33.2,Warsaw,Tokio,10/3/2019,Boeing 777
Raine,Valdes,6/30/1983,Female,1,3.9,Rome,Frankfurt,10/1/2019,Boeing 474
Marian,Dominik,9/11/2004,Female,1,8.5,New York,Chicago,4/2/2019,Boeing 737
Terrence,Charle,10/16/2005,Male,2,19.2,Warsaw,Tokio,8/10/2019,Boeing 777
Terra,Grandison,11/5/1993,Female,1,30.8,Paris,Rome,1/10/2019,Airbus A320
Joel,Gerholz,8/18/1973,Male,2,25.6,London,Tokio,7/31/2019,Airbus A320
Andie,Diamant,9/12/1971,Female,0,6.7,Chicago,Warsaw,9/8/2019,Boeing 737
Odie,Papa,4/27/2006,Male,1,15.3,Chicago,Chicago,10/29/2019,Airbus A330
Antonella,Dionisetti,12/13/1986,Female,0,6.8,London,Rome,9/21/2019,Boeing 737
Madelle,Briars,6/24/2010,Female,1,5.2,Warsaw,New York,10/12/2019,Boeing 474
Lillian,O'Breen,7/14/1971,Female,0,16.4,New York,Berlin,3/21/2019,Boeing 777
Erny,Coryndon,8/7/1970,Male,2,34.8,Rome,Paris,12/11/2019,Airbus A320
Gustave,Kroch,6/22/1993,Male,0,32.8,Chicago,Tokio,6/12/2019,Airbus A320
Barnard,Connors,3/24/2007,Male,0,27.7,Chicago,Rome,9/8/2019,Airbus A320
Merralee,Whitely,6/26/1985,Female,2,15.0,Rome,New York,10/8/2019,Airbus A320
Terrill,Coleridge,3/27/2005,Male,0,22.9,New York,Rome,5/16/2019,Airbus A320
Ianthe,Paler,8/8/1989,Female,1,16.5,Frankfurt,New York,2/20/2019,Boeing 474
Adina,Stein,8/29/1974,Female,1,30.8,Tokio,Rome,8/1/2019,Boeing 777
Paten,Fieldstone,12/16/1972,Male,0,10.1,New York,Tokio,7/6/2019,Boeing 737
Neil,Caldero,10/19/1980,Male,1,20.7,Frankfurt,Frankfurt,9/7/2019,Boeing 777
Rufe,Catford,4/3/1971,Male,2,21.1,Tokio,Tokio,8/8/2019,Airbus A330
Nanni,Geillier,4/12/2010,Female,2,39.0,Berlin,New York,2/9/2019,Boeing 737
Valry,Perillo,10/10/1980,Female,2,16.3,Frankfurt,Paris,11/15/2019,Boeing 474
Trueman,Fucher,3/4/1993,Male,2,31.8,Paris,Berlin,12/20/2019,Airbus A320
Flor,Riolfo,3/3/1970,Female,1,0.5,Warsaw,Paris,4/23/2019,Airbus A330
Vikki,MacAlpin,1/7/1997,Female,0,32.9,Warsaw,Warsaw,1/15/2019,Boeing 777
Atalanta,Rozenzweig,4/19/1980,Female,2,6.9,Tokio,Chicago,9/11/2019,Boeing 777
Patrizio,Rheubottom,11/6/2000,Male,1,22.2,Paris,New York,6/13/2019,Boeing 474
Mina,Morrilly,2/28/1996,Female,1,6.3,Rome,Katowice,5/14/2019,Boeing 777
Sullivan,Tallyn,8/12/1972,Male,1,2.4,Chicago,New York,7/11/2019,Boeing 474
Orin,Alcock,10/26/1972,Male,0,16.9,Tokio,New York,7/20/2019,Boeing 737
Ottilie,Colvill,12/1/1997,Female,1,8.8,New York,Rome,5/11/2019,Airbus A320
Cornell,Dudlestone,1/5/2005,Male,1,36.9,Warsaw,Berlin,9/28/2019,Boeing 777
Tessi,Sherwyn,1/29/1972,Female,1,31.6,London,Katowice,6/16/2019,Boeing 737
Harriet,Calcraft,10/23/2008,Female,0,39.7,Katowice,London,4/20/2019,Boeing 777
Onfroi,Howarth,5/31/1986,Male,1,38.7,Chicago,Frankfurt,12/21/2019,Boeing 737
Cecilla,Garfield,8/20/1989,Female,0,22.7,Tokio,Paris,1/31/2019,Airbus A320
Albertine,Van Rembrandt,5/4/2007,Female,1,6.4,New York,Rome,10/27/2019,Boeing 777
Becca,Carlino,3/17/1986,Female,0,21.2,Tokio,Katowice,10/11/2019,Boeing 777
Artie,Meriott,10/7/1998,Male,2,1.2,Tokio,New York,7/17/2019,Boeing 474
Odessa,Richarson,4/9/1988,Female,0,1.9,Frankfurt,Warsaw,3/23/2019,Boeing 777
Donaugh,Conville,3/4/2007,Male,1,24.4,New York,Warsaw,2/13/2019,Airbus A320
Daffie,Rennicks,4/19/1990,Female,1,7.3,Frankfurt,Katowice,4/15/2019,Boeing 737
Adel,Rampton,7/9/2009,Female,0,1.0,Frankfurt,Rome,6/27/2019,Airbus A320
Elspeth,Riste,1/7/2003,Female,0,24.7,London,Warsaw,8/23/2019,Airbus A330
Langsdon,Savaage,2/15/1991,Male,2,21.0,Tokio,London,11/15/2019,Airbus A320
Crissy,Leyfield,1/15/1976,Female,2,13.3,New York,Berlin,7/21/2019,Boeing 737
Bev,Cluckie,7/7/2008,Male,1,4.1,Warsaw,Frankfurt,12/10/2019,Boeing 777
Irena,Habbin,12/15/1997,Female,0,12.5,Paris,Chicago,9/9/2019,Airbus A320
Sunny,Sitwell,2/18/1986,Male,1,0.3,Katowice,Berlin,10/11/2019,Airbus A320
Gradeigh,Horick,5/11/1970,Male,0,8.0,New York,New York,7/24/2019,Airbus A330
Angelika,Larkins,12/14/2001,Female,0,26.5,Frankfurt,Rome,12/19/2019,Boeing 737
Kit,Langran,12/21/1988,Female,1,37.3,Berlin,Katowice,5/15/2019,Airbus A330
Wylie,McCleary,6/16/1996,Male,1,23.8,Paris,Chicago,2/21/2019,Airbus A320
Cam,Virgoe,10/1/1995,Female,0,27.7,Katowice,Katowice,8/23/2019,Boeing 777
Charmane,Chipps,6/5/1988,Female,0,3.2,Berlin,Warsaw,7/12/2019,Boeing 737
Maggie,Forsaith,12/18/2005,Female,1,16.2,Tokio,Paris,4/30/2019,Boeing 737
Whitney,Le febre,1/24/1992,Male,0,5.2,Rome,New York,4/7/2019,Boeing 474
Pearline,Fattori,2/15/2004,Female,1,38.9,Katowice,Katowice,6/6/2019,Boeing 777
Rodrigo,Tuting,12/28/2008,Male,1,0.4,Paris,Rome,12/5/2019,Boeing 737
Lorens,Bamblett,6/28/1984,Male,2,7.4,London,Katowice,1/17/2019,Boeing 737
Patrizius,Gladdor,1/11/1979,Male,2,23.8,Warsaw,Berlin,1/21/2019,Boeing 474
Goldi,Thairs,3/4/1970,Female,2,31.0,New York,Warsaw,4/8/2019,Airbus A330
Tobe,Lindeberg,3/30/1991,Male,0,20.2,Berlin,Warsaw,9/28/2019,Airbus A330
Grete,Geist,5/8/1972,Female,2,28.1,Rome,Berlin,1/2/2019,Airbus A320
Mindy,Boult,12/11/2008,Female,1,31.7,Katowice,Paris,6/28/2019,Boeing 474
Carce,Madison,5/23/1973,Male,0,13.3,Frankfurt,Warsaw,11/16/2019,Boeing 737
Brendan,Droogan,11/24/1973,Male,1,16.7,Chicago,Rome,6/29/2019,Boeing 474
Galvin,Yetton,1/31/1973,Male,1,25.9,Rome,Katowice,2/26/2019,Boeing 474
Enoch,Caisley,1/19/1989,Male,0,11.5,Katowice,Tokio,11/21/2019,Airbus A330
Mignon,Allicock,7/17/1978,Female,0,7.9,Berlin,Berlin,5/17/2019,Boeing 777
Ginger,Tysack,1/30/1997,Male,1,35.3,London,New York,3/24/2019,Boeing 777
Miner,Coxon,12/6/1973,Male,1,10.4,Chicago,Rome,8/20/2019,Boeing 777
Cathie,Masdon,7/4/2004,Female,0,38.7,Chicago,New York,4/30/2019,Boeing 777
Aeriela,Wyard,4/30/1971,Female,2,0.7,Chicago,Warsaw,10/4/2019,Boeing 474
Cord,Launchbury,11/7/1996,Male,0,23.8,Berlin,New York,7/15/2019,Boeing 777
Isak,Dusting,10/13/1970,Male,2,6.8,Berlin,Katowice,5/14/2019,Boeing 474
Loraine,Riley,3/13/1976,Female,2,0.1,Paris,Berlin,1/28/2019,Boeing 474
Kirstyn,Hutchence,7/24/1993,Female,2,12.7,Berlin,Chicago,10/4/2019,Boeing 474
Saraann,Hauxley,12/2/1970,Female,2,28.5,Paris,Paris,3/28/2019,Airbus A330
Gerome,Aldren,8/18/1977,Male,2,26.9,Frankfurt,Frankfurt,2/19/2019,Boeing 737
Archibold,Jurries,5/3/2001,Male,2,6.1,Tokio,Frankfurt,6/7/2019,Boeing 474
Brynna,Heakey,9/29/1994,Female,2,8.5,London,Warsaw,9/17/2019,Boeing 737
Cathrin,Nairne,2/14/1983,Female,2,30.6,Katowice,London,10/17/2019,Airbus A330
Paquito,O'Giany,9/15/1994,Male,2,34.3,Katowice,Paris,2/16/2019,Airbus A330
Viola,Pach,10/29/2004,Female,2,2.3,Katowice,Chicago,3/29/2019,Boeing 474
Errick,Sibray,11/29/1972,Male,2,24.8,Rome,Paris,6/14/2019,Boeing 777
